"filename", "language", "XML", "C++", "ROS Message", "Python", "YAML", "Makefile", "Shell Script", "pip requirements", "Perl", "CMake", "Markdown", "JSON", "Java", "XSL", "Objective-C", "LinkerScript", "C", "ARM", "Properties", "Diff", "Ini", "Batch", "HTML", "CSS", "Visual Basic", "PHP", "DSDL", "Jupyter", "comment", "blank", "total"
"/home/bob/pix4/Firmware/Tools/ecl_ekf/batch_process_logdata_ekf.py", "Python", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 87
"/home/bob/pix4/Firmware/Tools/ecl_ekf/batch_process_metadata_ekf.py", "Python", 0, 0, 0, 425, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 110, 584
"/home/bob/pix4/Firmware/Tools/ecl_ekf/plotting/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/bob/pix4/Firmware/Tools/ecl_ekf/plotting/data_plots.py", "Python", 0, 0, 0, 213, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 67, 409
"/home/bob/pix4/Firmware/Tools/ecl_ekf/plotting/pdf_report.py", "Python", 0, 0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 38, 353
"/home/bob/pix4/Firmware/Tools/ecl_ekf/process_logdata_ekf.py", "Python", 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 35, 166
"/home/bob/pix4/Firmware/Tools/fetch_file.py", "Python", 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 21, 209
"/home/bob/pix4/Firmware/Tools/fix_headers.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 74, 902
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/FG_run.py", "Python", 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 25, 141
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 56
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/cmake/FindMAVLink.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 78
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/get_FGbridge_params.py", "Python", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 27
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Dialogs/config.xml", "XML", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17, 93
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Engines/18x8.xml", "XML", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 52
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Engines/Zenoah_G-26A.xml", "XML", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 9
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Models/Rascal110.xml", "XML", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 88
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Models/Trajectory-Marker.xml", "XML", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Models/smokeW.xml", "XML", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 103
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 28
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Rascal-keyboard.xml", "XML", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Rascal-submodels.xml", "XML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Rascal110-Electric-YASim-set.xml", "XML", 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33, 245
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Rascal110-Electric-YASim.xml", "XML", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 25, 143
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Rascal110-JSBSim-set.xml", "XML", 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31, 230
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Rascal110-JSBSim.xml", "XML", 498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24, 523
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Rascal110-YASim-set.xml", "XML", 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33, 245
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Rascal110-YASim.xml", "XML", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 25, 144
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Systems/110-autopilot.xml", "XML", 651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 43, 768
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/Rascal/Systems/electrical.xml", "XML", 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 28, 141
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/Models/Effects/shadow.xml", "XML", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 14, 104
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/Models/Liveries/default.xml", "XML", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/Models/TF-G1.xml", "XML", 372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 61, 435
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/Models/panel1.xml", "XML", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 140
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/Models/pilot.xml", "XML", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 41
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 55
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/Sounds/TF-G1-sound.xml", "XML", 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 358
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/TF-G1-set.xml", "XML", 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 19, 326
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/TF-G1-yasim.xml", "XML", 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 36, 268
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/config/TF-G1-base.xml", "XML", 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 43, 230
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/config/TF-G1-keyboard.xml", "XML", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 42
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/config/TF-G1-yasim-cnf.xml", "XML", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 15
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/config/TF-G1_hud.xml", "XML", 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 64
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/config/TF-G1_views.xml", "XML", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/gui/dialogs/aerotow.xml", "XML", 289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 299
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/gui/dialogs/breakage.xml", "XML", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 80
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/gui/dialogs/groundservice.xml", "XML", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 110
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/gui/dialogs/immat.xml", "XML", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 41
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/gui/dialogs/options.xml", "XML", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 128
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/gui/dialogs/winch.xml", "XML", 501, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 515
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/utils/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/utils/YASimDevel/addon-config.xml", "XML", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/utils/YASimDevel/addon-menubar-items.xml", "XML", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 50
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/utils/YASimDevel/addon-metadata.xml", "XML", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 78
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/utils/YASimDevel/gui/dialogs/yasim-devel.xml", "XML", 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 84
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-G1/utils/simple_yasim_import.py", "Python", 0, 0, 0, 650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 372, 377, 1399
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-R1/Models/AI-Liveries/airborn.xml", "XML", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-R1/Models/AI-Liveries/army-g.xml", "XML", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-R1/Models/AI-Liveries/default.xml", "XML", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 55
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-R1/Models/AI-Liveries/followme.xml", "XML", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 30
"/home/bob/pix4/Firmware/Tools/flightgear_bridge/models/TF-R1/Models/AI-Liveries/hippie.xml", "XML", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
